,"U1","I1","U2","I2","U3","I3",
"$WaveData"
,-5.22E+00,20.007E+00,-3.83E+00,-8.971E+00,-2.60E+00,-18.249E+00,
,526.68E+00,24.780E+00,527.90E+00,-1.625E+00,525.09E+00,-9.782E+00,
,-2.51E+00,10.764E+00,-0.57E+00,-18.091E+00,-4.10E+00,-22.381E+00,
,529.32E+00,26.570E+00,530.50E+00,-0.798E+00,527.11E+00,-7.338E+00,
,525.37E+00,17.537E+00,-0.54E+00,-7.232E+00,525.64E+00,-20.182E+00,
,526.45E+00,23.589E+00,0.34E+00,-0.452E+00,526.62E+00,-11.412E+00,
,-3.00E+00,19.273E+00,-1.58E+00,-8.451E+00,-2.80E+00,-19.376E+00,
,530.39E+00,27.236E+00,3.24E+00,2.048E+00,530.37E+00,-13.597E+00,
,525.31E+00,16.250E+00,-0.77E+00,-5.820E+00,526.03E+00,-19.527E+00,
,527.91E+00,23.167E+00,0.44E+00,0.881E+00,528.09E+00,-12.040E+00,
,-2.22E+00,18.435E+00,-0.60E+00,-5.429E+00,-2.54E+00,-22.882E+00,
,526.87E+00,28.304E+00,528.45E+00,4.396E+00,526.72E+00,-9.919E+00,
,-2.90E+00,15.527E+00,-0.96E+00,-8.114E+00,-2.80E+00,-22.529E+00,
,529.67E+00,25.346E+00,531.64E+00,4.096E+00,-1.04E+00,-10.102E+00,
,522.64E+00,17.207E+00,-1.90E+00,-7.374E+00,-2.01E+00,-26.813E+00,
,525.96E+00,28.512E+00,527.70E+00,2.780E+00,526.20E+00,-13.478E+00,
,-4.86E+00,15.358E+00,-2.98E+00,-2.143E+00,-1.00E+00,-21.041E+00,
,524.79E+00,23.512E+00,0.18E+00,3.601E+00,526.26E+00,-15.836E+00,
,-2.48E+00,13.575E+00,-3.76E+00,-3.655E+00,-0.78E+00,-22.930E+00,
,527.13E+00,26.772E+00,-0.57E+00,7.257E+00,529.62E+00,-11.884E+00,
,515.86E+00,13.067E+00,-2.17E+00,-3.089E+00,-0.84E+00,-22.959E+00,
,525.05E+00,22.803E+00,523.96E+00,7.313E+00,525.90E+00,-12.445E+00,
,-4.95E+00,15.163E+00,-5.39E+00,-3.333E+00,-0.68E+00,-23.633E+00,
,525.96E+00,27.213E+00,526.37E+00,8.258E+00,0.40E+00,-13.177E+00,
,520.58E+00,10.672E+00,-1.55E+00,-0.729E+00,-0.91E+00,-24.920E+00,
,523.87E+00,20.766E+00,524.05E+00,7.122E+00,524.47E+00,-15.856E+00,
,-4.20E+00,14.548E+00,-2.52E+00,1.611E+00,-2.89E+00,-24.269E+00,
,522.15E+00,24.017E+00,-1.03E+00,8.451E+00,524.11E+00,-16.734E+00,
,-2.93E+00,11.720E+00,-2.82E+00,-1.941E+00,-1.00E+00,-24.635E+00,
,523.81E+00,24.250E+00,0.70E+00,8.863E+00,525.74E+00,-15.890E+00,
,510.58E+00,12.610E+00,-2.43E+00,2.807E+00,-0.65E+00,-25.364E+00,
,521.69E+00,22.612E+00,521.12E+00,8.969E+00,523.66E+00,-14.777E+00,
,-3.72E+00,13.298E+00,-2.72E+00,1.975E+00,-1.23E+00,-22.797E+00,
,520.13E+00,21.173E+00,520.37E+00,10.140E+00,0.62E+00,-15.114E+00,
,-2.54E+00,10.477E+00,-2.20E+00,1.840E+00,-0.65E+00,-28.882E+00,
,523.91E+00,19.683E+00,524.28E+00,11.623E+00,0.53E+00,-15.567E+00,
,516.87E+00,9.674E+00,-3.21E+00,3.458E+00,-0.52E+00,-25.714E+00,
,520.26E+00,17.325E+00,519.23E+00,11.015E+00,523.66E+00,-16.052E+00,
,-2.80E+00,11.633E+00,-4.31E+00,4.583E+00,-0.68E+00,-25.161E+00,
,518.56E+00,18.483E+00,-0.34E+00,11.167E+00,520.92E+00,-18.322E+00,
,515.37E+00,11.770E+00,-2.33E+00,4.922E+00,-2.24E+00,-24.313E+00,
,520.94E+00,19.687E+00,523.01E+00,14.408E+00,522.71E+00,-14.595E+00,
,-3.62E+00,8.982E+00,-3.24E+00,5.575E+00,-0.58E+00,-24.460E+00,
,517.32E+00,17.115E+00,517.38E+00,14.241E+00,0.75E+00,-15.430E+00,
,-2.67E+00,6.437E+00,-2.46E+00,5.096E+00,-0.52E+00,-30.364E+00,
,519.47E+00,16.550E+00,519.66E+00,13.461E+00,0.59E+00,-16.110E+00,
,514.78E+00,7.454E+00,514.58E+00,7.002E+00,-0.32E+00,-24.949E+00,
,516.64E+00,15.552E+00,516.73E+00,13.139E+00,0.75E+00,-17.220E+00,
,-3.42E+00,6.485E+00,-5.55E+00,7.989E+00,-0.68E+00,-26.936E+00,
,518.01E+00,13.338E+00,515.39E+00,14.381E+00,522.78E+00,-17.424E+00,
,-2.87E+00,7.175E+00,-2.20E+00,8.919E+00,-518.57E+00,-25.500E+00,
,517.03E+00,15.753E+00,518.78E+00,19.272E+00,0.69E+00,-15.054E+00,
,513.48E+00,6.591E+00,513.60E+00,8.551E+00,-0.35E+00,-23.668E+00,
,515.14E+00,11.674E+00,514.90E+00,14.048E+00,0.88E+00,-18.411E+00,
,-3.33E+00,5.152E+00,-2.59E+00,10.872E+00,-0.48E+00,-24.202E+00,
,514.36E+00,16.130E+00,514.55E+00,18.760E+00,1.11E+00,-15.952E+00,
,-1.79E+00,5.317E+00,-1.81E+00,8.869E+00,-0.61E+00,-29.507E+00,
,517.88E+00,12.421E+00,518.16E+00,16.741E+00,0.59E+00,-18.476E+00,
,-2.58E+00,4.281E+00,-2.39E+00,11.446E+00,-516.12E+00,-25.749E+00,
,514.55E+00,10.541E+00,515.00E+00,17.956E+00,0.62E+00,-18.334E+00,
,-3.19E+00,4.564E+00,-2.75E+00,11.818E+00,-519.35E+00,-25.234E+00,
,-1.11E+00,11.647E+00,517.90E+00,23.132E+00,0.72E+00,-16.497E+00,
,-2.31E+00,2.321E+00,512.79E+00,8.682E+00,-517.20E+00,-24.340E+00,
,518.43E+00,9.053E+00,517.18E+00,23.748E+00,2.25E+00,-16.189E+00,
,-2.54E+00,2.076E+00,-2.52E+00,13.534E+00,-0.03E+00,-24.697E+00,
,515.43E+00,10.905E+00,515.36E+00,21.631E+00,1.08E+00,-15.075E+00,
,-2.58E+00,-3.116E+00,-2.23E+00,8.788E+00,-2.86E+00,-24.920E+00,
,517.65E+00,7.450E+00,517.64E+00,18.511E+00,0.79E+00,-18.031E+00,
,-2.64E+00,0.791E+00,515.46E+00,13.503E+00,-518.47E+00,-24.092E+00,
,516.84E+00,7.870E+00,516.69E+00,20.275E+00,0.82E+00,-15.802E+00,
,-2.71E+00,-0.540E+00,-2.59E+00,14.680E+00,-521.56E+00,-24.774E+00,
,-1.11E+00,7.019E+00,519.66E+00,22.202E+00,0.79E+00,-13.258E+00,
,-2.35E+00,-0.783E+00,512.79E+00,12.902E+00,-520.06E+00,-23.003E+00,
,518.99E+00,5.870E+00,521.61E+00,22.377E+00,0.85E+00,-14.757E+00,
,512.86E+00,-1.856E+00,512.82E+00,15.551E+00,0.10E+00,-21.870E+00,
,519.08E+00,4.130E+00,518.68E+00,23.929E+00,1.01E+00,-13.626E+00,
,-3.46E+00,-4.976E+00,-2.98E+00,12.530E+00,-0.55E+00,-23.435E+00,
,522.67E+00,3.396E+00,522.46E+00,22.444E+00,1.86E+00,-14.310E+00,
,-1.01E+00,-3.621E+00,519.46E+00,11.230E+00,-522.12E+00,-22.926E+00,
,521.27E+00,3.379E+00,522.65E+00,21.762E+00,1.50E+00,-14.385E+00,
,-1.11E+00,-0.933E+00,-3.04E+00,15.662E+00,-521.40E+00,-26.901E+00,
,0.45E+00,6.155E+00,520.90E+00,24.232E+00,2.45E+00,-14.102E+00,
,-1.53E+00,-4.301E+00,-2.36E+00,16.304E+00,-523.91E+00,-21.188E+00,
,0.45E+00,3.940E+00,523.79E+00,25.674E+00,2.45E+00,-12.564E+00,
,-0.65E+00,-5.677E+00,521.42E+00,17.255E+00,-522.51E+00,-20.509E+00,
,524.79E+00,-0.265E+00,523.40E+00,23.244E+00,2.38E+00,-14.337E+00,
,-1.04E+00,-6.677E+00,-2.72E+00,17.049E+00,1.24E+00,-20.989E+00,
,527.75E+00,0.866E+00,525.72E+00,23.910E+00,2.71E+00,-9.755E+00,
,-0.33E+00,-7.729E+00,515.91E+00,14.014E+00,-524.20E+00,-25.358E+00,
,526.42E+00,0.032E+00,526.46E+00,26.853E+00,2.58E+00,-13.281E+00,
,-0.59E+00,-6.216E+00,523.08E+00,16.747E+00,-524.53E+00,-18.979E+00,
,0.68E+00,-0.829E+00,524.22E+00,23.802E+00,-523.52E+00,-12.657E+00,
,-0.98E+00,-7.900E+00,-2.59E+00,14.817E+00,-527.26E+00,-20.407E+00,
,0.75E+00,1.165E+00,528.09E+00,25.147E+00,2.94E+00,-11.316E+00,
,-0.85E+00,-7.299E+00,523.83E+00,18.091E+00,-524.95E+00,-17.977E+00,
,0.42E+00,-2.577E+00,525.13E+00,23.134E+00,-523.94E+00,-11.693E+00,
,-1.08E+00,-9.166E+00,-2.46E+00,19.834E+00,-524.72E+00,-17.002E+00,
,527.36E+00,-2.062E+00,526.37E+00,25.100E+00,2.55E+00,-8.360E+00,
,-0.56E+00,-13.176E+00,-2.36E+00,17.407E+00,-525.76E+00,-20.321E+00,
,530.26E+00,-3.058E+00,528.03E+00,24.979E+00,4.73E+00,-11.451E+00,
,-0.69E+00,-9.638E+00,523.21E+00,19.671E+00,-524.79E+00,-15.511E+00,
,0.55E+00,-4.386E+00,524.90E+00,24.303E+00,-523.32E+00,-9.583E+00,
,-2.25E+00,-10.147E+00,-3.27E+00,16.986E+00,-523.94E+00,-17.484E+00,
,0.62E+00,-3.642E+00,524.02E+00,23.667E+00,3.20E+00,-10.499E+00,
,-6.16E+00,-15.775E+00,-2.23E+00,19.809E+00,-525.28E+00,-15.482E+00,
,0.49E+00,-3.779E+00,525.94E+00,28.244E+00,2.48E+00,-6.305E+00,
,-0.69E+00,-12.313E+00,-1.81E+00,19.796E+00,-522.51E+00,-15.811E+00,
,525.05E+00,-3.532E+00,524.02E+00,27.968E+00,2.64E+00,-6.955E+00,
,-0.56E+00,-13.625E+00,-2.52E+00,16.677E+00,-522.28E+00,-16.210E+00,
,526.61E+00,-5.868E+00,524.48E+00,26.011E+00,3.07E+00,-6.136E+00,
,-0.46E+00,-12.764E+00,520.15E+00,18.039E+00,-522.08E+00,-12.306E+00,
,0.65E+00,-7.041E+00,522.43E+00,25.570E+00,-520.26E+00,-3.935E+00,
,-0.75E+00,-14.232E+00,-2.59E+00,16.758E+00,-520.81E+00,-14.636E+00,
,0.94E+00,-7.475E+00,520.73E+00,24.276E+00,2.64E+00,-3.810E+00,
,-0.46E+00,-15.702E+00,-2.30E+00,18.763E+00,-523.45E+00,-12.140E+00,
,1.27E+00,-9.731E+00,523.92E+00,25.630E+00,2.68E+00,-3.405E+00,
,-0.46E+00,-14.245E+00,518.39E+00,18.530E+00,-519.97E+00,-10.751E+00,
,0.72E+00,-8.367E+00,519.92E+00,25.104E+00,-518.50E+00,-5.891E+00,
,-522.28E+00,-19.222E+00,-2.88E+00,19.112E+00,-521.01E+00,-10.202E+00,
,0.78E+00,-9.103E+00,519.07E+00,27.354E+00,2.71E+00,-2.297E+00,
,-522.38E+00,-18.401E+00,-4.93E+00,16.005E+00,-520.55E+00,-11.869E+00,
,1.76E+00,-9.852E+00,521.16E+00,25.472E+00,2.64E+00,-4.151E+00,
,-0.36E+00,-18.879E+00,-2.23E+00,16.989E+00,-518.27E+00,-12.289E+00,
,0.94E+00,-11.405E+00,518.19E+00,22.806E+00,2.35E+00,-1.881E+00,
,-0.36E+00,-18.775E+00,-2.36E+00,17.140E+00,-520.39E+00,-11.183E+00,
,1.43E+00,-13.326E+00,521.58E+00,26.335E+00,2.71E+00,-1.586E+00,
,-0.39E+00,-16.806E+00,515.82E+00,18.053E+00,-517.10E+00,-8.396E+00,
,0.94E+00,-12.230E+00,517.67E+00,22.583E+00,-515.54E+00,-2.958E+00,
,-518.43E+00,-18.902E+00,-2.62E+00,17.719E+00,-516.68E+00,-6.658E+00,
,0.78E+00,-11.369E+00,516.21E+00,25.659E+00,2.55E+00,0.747E+00,
,-519.54E+00,-21.432E+00,-4.58E+00,12.806E+00,-518.47E+00,-9.531E+00,
,4.63E+00,-14.058E+00,517.67E+00,24.952E+00,2.81E+00,0.079E+00,
,-0.20E+00,-20.748E+00,514.09E+00,15.936E+00,-515.31E+00,-7.467E+00,
,0.75E+00,-13.236E+00,516.11E+00,22.652E+00,-514.07E+00,0.967E+00,
,-0.75E+00,-20.773E+00,-2.23E+00,14.574E+00,-516.91E+00,-9.468E+00,
,1.79E+00,-13.270E+00,517.18E+00,23.070E+00,2.84E+00,2.414E+00,
,-0.20E+00,-19.854E+00,511.81E+00,16.620E+00,-515.50E+00,-6.232E+00,
,0.91E+00,-13.775E+00,516.50E+00,22.670E+00,-510.52E+00,1.645E+00,
,-515.60E+00,-21.238E+00,-2.13E+00,16.130E+00,-513.75E+00,-3.448E+00,
,0.68E+00,-15.351E+00,514.12E+00,22.808E+00,-512.51E+00,3.071E+00,
,-515.44E+00,-23.132E+00,-0.83E+00,15.054E+00,-514.82E+00,-5.602E+00,
,2.08E+00,-11.361E+00,4.45E+00,28.022E+00,2.97E+00,3.268E+00,
,-513.84E+00,-23.615E+00,-0.67E+00,14.247E+00,-513.52E+00,-4.845E+00,
,2.51E+00,-15.760E+00,515.26E+00,21.628E+00,-512.02E+00,4.006E+00,
,0.59E+00,-23.638E+00,-1.25E+00,14.790E+00,-513.49E+00,-2.103E+00,
,2.83E+00,-16.727E+00,515.10E+00,21.163E+00,2.55E+00,5.532E+00,
,1.17E+00,-23.424E+00,-0.47E+00,14.081E+00,-515.24E+00,0.004E+00,
,2.80E+00,-15.927E+00,518.26E+00,20.792E+00,2.64E+00,7.970E+00,
,-516.09E+00,-20.933E+00,-1.94E+00,12.989E+00,-516.16E+00,-0.725E+00,
,2.31E+00,-9.596E+00,515.91E+00,23.436E+00,-512.51E+00,6.561E+00,
,-514.17E+00,-22.330E+00,-3.96E+00,14.064E+00,-513.84E+00,0.599E+00,
,2.28E+00,-16.525E+00,6.14E+00,22.306E+00,2.61E+00,8.920E+00,
,-516.35E+00,-25.923E+00,-0.70E+00,13.156E+00,-516.38E+00,0.670E+00,
,-510.68E+00,-18.752E+00,1.71E+00,20.574E+00,-510.36E+00,7.800E+00,
,-514.72E+00,-27.634E+00,-0.41E+00,8.493E+00,-516.81E+00,-1.405E+00,
,4.10E+00,-16.415E+00,519.63E+00,18.611E+00,-514.17E+00,8.881E+00,
,1.27E+00,-23.232E+00,-2.95E+00,11.891E+00,-518.08E+00,1.954E+00,
,3.09E+00,-17.367E+00,520.67E+00,19.680E+00,4.27E+00,12.265E+00,
,-517.23E+00,-23.846E+00,-0.63E+00,11.361E+00,-519.09E+00,1.470E+00,
,2.54E+00,-9.608E+00,519.37E+00,22.094E+00,-515.05E+00,13.439E+00,
,-517.95E+00,-25.045E+00,-1.29E+00,9.433E+00,-517.56E+00,3.083E+00,
,2.25E+00,-17.164E+00,0.96E+00,19.231E+00,2.61E+00,12.094E+00,
,-520.46E+00,-24.675E+00,-3.53E+00,9.863E+00,-520.78E+00,5.538E+00,
,2.12E+00,-11.517E+00,8.39E+00,16.747E+00,2.71E+00,11.689E+00,
,-519.54E+00,-29.873E+00,-0.47E+00,5.718E+00,-521.86E+00,4.763E+00,
,4.10E+00,-17.592E+00,525.85E+00,15.516E+00,-517.82E+00,11.489E+00,
,1.37E+00,-24.606E+00,-0.60E+00,8.624E+00,-520.32E+00,2.933E+00,
,2.54E+00,-18.777E+00,522.69E+00,15.868E+00,2.64E+00,13.579E+00,
,-521.20E+00,-23.272E+00,-1.09E+00,7.399E+00,-522.08E+00,4.960E+00,
,3.26E+00,-15.496E+00,525.10E+00,17.687E+00,2.74E+00,15.699E+00,
,-522.12E+00,-23.465E+00,-1.51E+00,6.213E+00,-522.05E+00,5.925E+00,
,5.15E+00,-17.022E+00,0.83E+00,15.897E+00,5.64E+00,15.244E+00,
,-525.64E+00,-26.255E+00,-2.95E+00,7.671E+00,-525.08E+00,7.008E+00,
,2.34E+00,-19.045E+00,2.30E+00,14.193E+00,2.64E+00,16.416E+00,
,-523.68E+00,-24.935E+00,-0.31E+00,6.078E+00,-523.87E+00,8.290E+00,
,-522.38E+00,-18.424E+00,0.64E+00,13.018E+00,-522.51E+00,14.949E+00,
,-524.17E+00,-26.991E+00,-0.41E+00,2.906E+00,-527.00E+00,3.378E+00,
,2.74E+00,-16.781E+00,528.84E+00,12.330E+00,2.81E+00,16.316E+00,
,-526.58E+00,-29.147E+00,-529.00E+00,5.623E+00,-525.41E+00,9.874E+00,
,2.51E+00,-11.619E+00,0.83E+00,13.798E+00,2.68E+00,23.051E+00,
,-525.90E+00,-23.952E+00,-0.24E+00,4.656E+00,-526.06E+00,9.652E+00,
,-524.56E+00,-17.532E+00,0.70E+00,10.188E+00,-524.72E+00,15.828E+00,
,-526.03E+00,-24.708E+00,-1.16E+00,3.025E+00,-526.09E+00,11.753E+00,
,2.34E+00,-17.282E+00,1.35E+00,10.753E+00,2.55E+00,19.046E+00,
,-528.50E+00,-32.690E+00,-1.22E+00,0.762E+00,-528.53E+00,11.523E+00,
,2.31E+00,-17.505E+00,4.64E+00,7.178E+00,2.19E+00,18.555E+00,
,-527.53E+00,-24.247E+00,-528.26E+00,3.189E+00,-526.51E+00,11.489E+00,
,-520.13E+00,-17.064E+00,0.64E+00,9.006E+00,2.25E+00,18.158E+00,
,-528.54E+00,-24.465E+00,-530.27E+00,1.322E+00,1.47E+00,12.683E+00,
,2.54E+00,-14.334E+00,1.03E+00,14.457E+00,2.77E+00,26.851E+00,
,-526.39E+00,-24.074E+00,-528.22E+00,0.469E+00,-526.77E+00,12.714E+00,
,-522.70E+00,-16.837E+00,0.90E+00,9.830E+00,2.58E+00,21.476E+00,
,-525.44E+00,-23.207E+00,-0.44E+00,-0.556E+00,-525.73E+00,13.545E+00,
,3.16E+00,-13.883E+00,1.16E+00,6.511E+00,3.95E+00,22.104E+00,
,-528.57E+00,-26.819E+00,-0.37E+00,-2.961E+00,-528.37E+00,10.309E+00,
,2.44E+00,-17.692E+00,1.42E+00,5.300E+00,2.15E+00,21.542E+00,
,-523.88E+00,-22.789E+00,-525.32E+00,-4.861E+00,-524.43E+00,9.508E+00,
,-522.90E+00,-12.785E+00,0.83E+00,7.207E+00,2.48E+00,23.688E+00,
,-523.78E+00,-25.147E+00,-525.32E+00,-3.805E+00,0.36E+00,12.504E+00,
,3.35E+00,-15.619E+00,2.33E+00,7.207E+00,2.15E+00,23.430E+00,
,-526.97E+00,-21.216E+00,-527.31E+00,-3.464E+00,-0.45E+00,14.510E+00,
,2.02E+00,-9.532E+00,1.71E+00,9.888E+00,7.27E+00,25.718E+00,
,-522.48E+00,-23.974E+00,-522.69E+00,-4.599E+00,-524.27E+00,13.637E+00,
,-521.40E+00,-14.667E+00,2.59E+00,6.074E+00,0.82E+00,24.964E+00,
,-524.46E+00,-21.480E+00,-0.44E+00,-5.205E+00,-525.83E+00,11.410E+00,
,2.38E+00,-13.315E+00,6.20E+00,2.879E+00,1.05E+00,23.430E+00,
,-522.90E+00,-21.968E+00,-521.16E+00,-5.621E+00,-523.45E+00,15.229E+00,
,-516.61E+00,-11.037E+00,2.33E+00,2.582E+00,0.66E+00,24.457E+00,
,-521.40E+00,-23.985E+00,-521.32E+00,-6.120E+00,-0.26E+00,14.123E+00,
,2.34E+00,-10.519E+00,2.36E+00,2.079E+00,0.88E+00,24.201E+00,
,-522.38E+00,-21.172E+00,-522.52E+00,-6.943E+00,-1.49E+00,15.734E+00,
,2.34E+00,-10.625E+00,2.52E+00,3.795E+00,1.60E+00,29.144E+00,
,-519.84E+00,-18.500E+00,-519.69E+00,-6.642E+00,-521.50E+00,16.445E+00,
,-518.11E+00,-9.962E+00,2.62E+00,-0.184E+00,0.82E+00,24.714E+00,
,-519.18E+00,-19.950E+00,0.90E+00,-9.389E+00,-521.24E+00,17.277E+00,
,3.52E+00,-12.307E+00,3.24E+00,-1.952E+00,0.66E+00,25.060E+00,
,-522.77E+00,-17.263E+00,-519.01E+00,-12.812E+00,-523.42E+00,14.901E+00,
,2.12E+00,-9.141E+00,5.59E+00,-1.577E+00,1.28E+00,25.718E+00,
,-517.85E+00,-19.110E+00,-518.32E+00,-8.368E+00,-0.42E+00,17.021E+00,
,-516.68E+00,-11.611E+00,-516.82E+00,-1.028E+00,0.75E+00,23.611E+00,
,-520.32E+00,-20.552E+00,-519.79E+00,-10.275E+00,-3.48E+00,16.510E+00,
,2.44E+00,-9.189E+00,2.92E+00,-1.351E+00,1.37E+00,25.644E+00,
,-516.74E+00,-16.904E+00,-516.79E+00,-10.554E+00,-0.52E+00,18.588E+00,
,-515.05E+00,-8.737E+00,-515.59E+00,-5.001E+00,0.66E+00,24.798E+00,
,-517.75E+00,-16.646E+00,-516.27E+00,-11.997E+00,-520.06E+00,18.117E+00,
,2.25E+00,-9.039E+00,3.21E+00,-3.466E+00,1.05E+00,25.423E+00,
,-518.24E+00,-14.625E+00,-516.11E+00,-15.741E+00,-519.38E+00,15.840E+00,
,2.21E+00,-5.702E+00,2.95E+00,-7.266E+00,0.69E+00,25.057E+00,
,-515.08E+00,-15.889E+00,-515.42E+00,-13.018E+00,-0.35E+00,16.674E+00,
,-514.17E+00,-8.584E+00,-514.19E+00,-6.444E+00,0.72E+00,23.151E+00,
,-514.98E+00,-15.573E+00,-515.29E+00,-16.090E+00,-0.58E+00,14.978E+00,
,4.43E+00,-4.800E+00,4.19E+00,-7.353E+00,0.79E+00,23.453E+00,
,-518.01E+00,-12.170E+00,-517.44E+00,-13.561E+00,-1.53E+00,17.913E+00,
,2.34E+00,-4.228E+00,2.92E+00,-5.373E+00,0.62E+00,29.140E+00,
,-514.92E+00,-15.114E+00,-516.40E+00,-14.489E+00,-0.42E+00,17.212E+00,
,1.92E+00,-3.875E+00,1.84E+00,-4.337E+00,517.18E+00,27.205E+00,
,-515.31E+00,-14.164E+00,-516.47E+00,-19.089E+00,-0.52E+00,15.747E+00,
,2.28E+00,-4.635E+00,3.01E+00,-7.006E+00,519.23E+00,27.043E+00,
,-515.47E+00,-10.931E+00,-515.46E+00,-14.892E+00,-0.61E+00,17.649E+00,
,-514.20E+00,-6.349E+00,-514.15E+00,-8.755E+00,0.43E+00,22.735E+00,
,-515.70E+00,-9.602E+00,-515.52E+00,-17.833E+00,-0.84E+00,16.135E+00,
,5.73E+00,-3.902E+00,5.10E+00,-10.443E+00,0.53E+00,24.110E+00,
,-517.82E+00,-10.080E+00,-517.67E+00,-16.953E+00,-0.81E+00,17.042E+00,
,2.18E+00,2.429E+00,2.65E+00,-3.493E+00,3.13E+00,31.641E+00,
,-517.00E+00,-9.307E+00,-517.96E+00,-18.139E+00,-0.74E+00,15.928E+00,
,1.60E+00,-2.935E+00,-515.72E+00,-10.589E+00,518.71E+00,23.058E+00,
,0.98E+00,-8.962E+00,-517.35E+00,-17.810E+00,-0.81E+00,16.869E+00,
,2.38E+00,-1.361E+00,2.98E+00,-9.888E+00,519.23E+00,26.057E+00,
,-520.00E+00,-8.390E+00,-521.42E+00,-24.291E+00,-0.68E+00,11.857E+00,
,2.77E+00,-1.563E+00,2.75E+00,-11.502E+00,522.75E+00,25.477E+00,
,-519.51E+00,-6.018E+00,-519.10E+00,-20.736E+00,-0.55E+00,16.202E+00,
,-517.78E+00,-0.174E+00,-517.70E+00,-12.571E+00,0.36E+00,23.199E+00,
,-523.36E+00,-12.315E+00,-522.13E+00,-22.650E+00,-0.68E+00,13.352E+00,
,2.25E+00,10.121E+00,2.98E+00,-3.420E+00,3.13E+00,29.473E+00,
,-521.01E+00,-4.816E+00,-521.06E+00,-18.665E+00,-0.68E+00,16.624E+00,
,0.19E+00,0.061E+00,-519.40E+00,-13.228E+00,521.08E+00,25.005E+00,
,0.78E+00,-5.234E+00,-521.51E+00,-19.850E+00,-0.74E+00,16.778E+00,
,2.18E+00,0.936E+00,2.65E+00,-12.958E+00,523.23E+00,24.407E+00,
,0.29E+00,-4.006E+00,-524.18E+00,-19.698E+00,-0.94E+00,13.094E+00,
,5.41E+00,1.888E+00,2.85E+00,-13.141E+00,526.46E+00,22.715E+00,
,-525.77E+00,-7.484E+00,-525.85E+00,-22.910E+00,-2.27E+00,11.824E+00,
,0.88E+00,3.148E+00,-518.94E+00,-14.609E+00,523.33E+00,21.102E+00,
,-525.51E+00,-5.825E+00,-523.86E+00,-26.913E+00,-2.37E+00,11.751E+00,
,1.20E+00,5.695E+00,2.92E+00,-15.674E+00,-0.52E+00,20.838E+00,
,-529.55E+00,-3.338E+00,-527.77E+00,-24.255E+00,-3.97E+00,15.215E+00,
,0.55E+00,9.032E+00,2.62E+00,-13.948E+00,-1.04E+00,23.954E+00,
,-526.29E+00,-2.398E+00,-528.81E+00,-22.995E+00,-1.98E+00,12.909E+00,
,0.98E+00,5.350E+00,-523.37E+00,-14.923E+00,526.00E+00,21.297E+00,
,-3.62E+00,0.676E+00,-527.31E+00,-24.675E+00,-2.41E+00,10.063E+00,
,1.73E+00,9.335E+00,2.75E+00,-15.291E+00,529.13E+00,20.680E+00,
,-528.44E+00,-1.022E+00,-526.89E+00,-23.338E+00,-2.34E+00,11.433E+00,
,0.78E+00,4.730E+00,-525.36E+00,-16.882E+00,527.14E+00,19.534E+00,
,-528.96E+00,3.510E+00,-526.89E+00,-24.769E+00,-2.67E+00,11.045E+00,
,1.69E+00,10.094E+00,2.95E+00,-16.959E+00,-0.94E+00,19.372E+00,
,-530.62E+00,0.414E+00,-528.06E+00,-22.826E+00,-6.70E+00,12.575E+00,
,0.32E+00,9.706E+00,2.69E+00,-12.896E+00,-0.42E+00,19.831E+00,
,-528.67E+00,3.439E+00,-553.69E+00,-24.095E+00,-2.18E+00,10.616E+00,
,2.25E+00,7.976E+00,-524.90E+00,-16.616E+00,527.30E+00,20.075E+00,
,-0.36E+00,0.897E+00,-526.33E+00,-27.493E+00,-2.70E+00,10.760E+00,
,1.20E+00,10.753E+00,2.69E+00,-17.124E+00,526.36E+00,19.091E+00,
,-1.21E+00,3.446E+00,-528.55E+00,-27.799E+00,-1.95E+00,4.869E+00,
,1.11E+00,10.618E+00,2.59E+00,-17.307E+00,528.93E+00,17.655E+00,
,-529.77E+00,4.797E+00,-528.16E+00,-26.200E+00,-2.60E+00,8.542E+00,
,0.36E+00,13.643E+00,-523.57E+00,-17.550E+00,525.09E+00,16.258E+00,
,-527.79E+00,0.277E+00,-525.49E+00,-27.342E+00,-2.34E+00,6.505E+00,
,1.43E+00,15.015E+00,2.88E+00,-15.173E+00,1.31E+00,22.299E+00,
,-526.87E+00,0.471E+00,-526.92E+00,-27.094E+00,-2.21E+00,8.407E+00,
,1.56E+00,15.521E+00,-510.15E+00,-13.301E+00,525.71E+00,18.746E+00,
,-0.49E+00,5.943E+00,-523.70E+00,-25.896E+00,-3.68E+00,5.821E+00,
,1.33E+00,16.670E+00,5.36E+00,-15.847E+00,523.56E+00,16.005E+00,
,-1.08E+00,4.678E+00,-524.77E+00,-26.283E+00,-2.41E+00,0.917E+00,
,1.24E+00,15.666E+00,2.95E+00,-18.218E+00,527.37E+00,15.327E+00,
,-0.49E+00,8.024E+00,-522.33E+00,-23.494E+00,520.73E+00,6.405E+00,
,0.39E+00,14.346E+00,-520.99E+00,-17.332E+00,522.58E+00,12.408E+00,
,-524.98E+00,7.585E+00,-523.70E+00,-26.969E+00,-2.83E+00,3.366E+00,
,0.59E+00,18.383E+00,2.82E+00,-17.718E+00,521.34E+00,11.768E+00,
,-0.75E+00,6.839E+00,-522.72E+00,-24.634E+00,-2.08E+00,5.316E+00,
