,"U1","I1","U2","I2","U3","I3",
"$WaveData"
,2.34E+00,-16.326E+00,522.30E+00,22.415E+00,-519.35E+00,5.295E+00,
,-0.13E+00,-21.290E+00,-1.06E+00,12.536E+00,-522.34E+00,-6.993E+00,
,2.54E+00,-12.430E+00,524.19E+00,24.977E+00,2.71E+00,13.005E+00,
,-520.52E+00,-23.334E+00,-0.83E+00,14.443E+00,-527.69E+00,-3.051E+00,
,2.38E+00,-7.430E+00,522.26E+00,27.803E+00,-516.09E+00,5.810E+00,
,-519.28E+00,-20.218E+00,-1.45E+00,15.406E+00,-518.83E+00,-1.403E+00,
,6.81E+00,-15.222E+00,0.93E+00,22.269E+00,5.22E+00,4.189E+00,
,-522.21E+00,-30.095E+00,-3.47E+00,13.948E+00,-521.43E+00,-3.455E+00,
,2.12E+00,-16.263E+00,8.19E+00,21.096E+00,2.77E+00,4.831E+00,
,-517.85E+00,-26.891E+00,-0.70E+00,12.563E+00,-518.04E+00,0.096E+00,
,3.62E+00,-17.602E+00,519.53E+00,20.295E+00,-516.32E+00,6.802E+00,
,1.11E+00,-24.132E+00,-0.67E+00,11.756E+00,-517.23E+00,-0.099E+00,
,2.51E+00,-15.929E+00,519.40E+00,20.564E+00,2.87E+00,9.170E+00,
,-517.39E+00,-22.981E+00,-0.96E+00,12.484E+00,-522.67E+00,0.778E+00,
,2.70E+00,-14.509E+00,521.25E+00,26.478E+00,2.68E+00,15.443E+00,
,-516.12E+00,-23.858E+00,-0.73E+00,11.544E+00,-516.06E+00,1.836E+00,
,-514.92E+00,-17.881E+00,0.47E+00,17.731E+00,-514.76E+00,8.116E+00,
,-516.64E+00,-23.883E+00,-3.60E+00,10.489E+00,-517.23E+00,3.104E+00,
,2.31E+00,-15.683E+00,9.40E+00,18.367E+00,2.68E+00,9.835E+00,
,-515.21E+00,-22.979E+00,-0.63E+00,11.800E+00,-515.08E+00,4.395E+00,
,-513.32E+00,-17.525E+00,0.41E+00,20.127E+00,-513.55E+00,10.431E+00,
,-514.36E+00,-27.484E+00,-0.37E+00,7.332E+00,-516.09E+00,3.301E+00,
,3.45E+00,-16.130E+00,518.78E+00,17.533E+00,2.45E+00,12.679E+00,
,-516.15E+00,-27.862E+00,-0.90E+00,10.824E+00,-516.06E+00,5.879E+00,
,2.64E+00,-13.831E+00,517.64E+00,16.469E+00,2.68E+00,17.295E+00,
,-514.33E+00,-23.625E+00,-0.47E+00,10.321E+00,-514.30E+00,5.935E+00,
,-513.25E+00,-16.584E+00,0.67E+00,17.093E+00,-513.26E+00,13.323E+00,
,-514.59E+00,-24.669E+00,-0.99E+00,9.177E+00,-514.20E+00,5.914E+00,
,3.65E+00,-17.209E+00,1.35E+00,17.606E+00,3.36E+00,14.653E+00,
,-516.64E+00,-24.022E+00,-7.38E+00,6.082E+00,-516.64E+00,8.527E+00,
,2.48E+00,-16.457E+00,0.51E+00,18.118E+00,2.68E+00,16.776E+00,
,-514.85E+00,-25.239E+00,-0.44E+00,6.507E+00,-518.14E+00,8.515E+00,
,2.05E+00,-18.128E+00,519.59E+00,14.071E+00,-513.75E+00,15.855E+00,
,-517.03E+00,-25.363E+00,-519.10E+00,6.538E+00,-515.83E+00,4.657E+00,
,2.48E+00,-15.498E+00,518.06E+00,13.673E+00,3.36E+00,15.531E+00,
,-518.27E+00,-26.209E+00,-518.75E+00,6.598E+00,-517.00E+00,8.386E+00,
,-512.15E+00,-16.588E+00,0.64E+00,17.912E+00,2.64E+00,18.848E+00,
,-516.74E+00,-24.195E+00,-0.44E+00,6.049E+00,-516.81E+00,10.101E+00,
,1.95E+00,-17.968E+00,1.68E+00,10.306E+00,2.02E+00,17.260E+00,
,-520.03E+00,-24.417E+00,-2.10E+00,3.884E+00,-520.72E+00,9.207E+00,
,2.28E+00,-9.638E+00,0.86E+00,11.671E+00,2.48E+00,17.886E+00,
,-518.37E+00,-24.228E+00,-0.34E+00,3.942E+00,-518.47E+00,7.729E+00,
,-516.77E+00,-17.355E+00,0.90E+00,11.232E+00,-517.00E+00,17.634E+00,
,-520.36E+00,-23.384E+00,-522.26E+00,0.296E+00,-518.70E+00,5.401E+00,
,2.25E+00,-17.080E+00,0.83E+00,9.036E+00,2.42E+00,16.422E+00,
,-522.44E+00,-25.187E+00,-523.70E+00,1.765E+00,-520.42E+00,9.095E+00,
,2.48E+00,-12.292E+00,0.54E+00,14.967E+00,2.77E+00,26.565E+00,
,-521.04E+00,-22.238E+00,-0.15E+00,1.960E+00,-521.17E+00,12.446E+00,
,-519.28E+00,-15.715E+00,0.80E+00,9.121E+00,-519.71E+00,19.216E+00,
,-524.95E+00,-27.476E+00,-1.71E+00,2.045E+00,-523.94E+00,12.606E+00,
,2.93E+00,-17.186E+00,8.09E+00,9.071E+00,2.51E+00,18.669E+00,
,-522.51E+00,-25.004E+00,-0.15E+00,-0.504E+00,-522.73E+00,11.889E+00,
,-520.78E+00,-16.074E+00,0.80E+00,6.910E+00,-520.98E+00,18.472E+00,
,-523.58E+00,-23.675E+00,-525.26E+00,-1.873E+00,-523.52E+00,10.174E+00,
,3.06E+00,-15.230E+00,1.12E+00,7.209E+00,2.48E+00,21.848E+00,
,-526.35E+00,-23.592E+00,-527.99E+00,-1.155E+00,-0.55E+00,10.263E+00,
,2.57E+00,-11.297E+00,0.93E+00,11.250E+00,2.51E+00,23.060E+00,
,-525.11E+00,-22.958E+00,-526.37E+00,-3.657E+00,-526.51E+00,14.880E+00,
,-523.68E+00,-16.436E+00,2.07E+00,6.912E+00,2.42E+00,22.640E+00,
,-525.60E+00,-22.737E+00,0.28E+00,-2.156E+00,-526.97E+00,14.111E+00,
,9.09E+00,-14.505E+00,2.95E+00,5.824E+00,5.87E+00,22.490E+00,
,-528.93E+00,-26.463E+00,-0.34E+00,-4.747E+00,-529.87E+00,14.352E+00,
,2.34E+00,-14.879E+00,8.52E+00,3.069E+00,0.95E+00,22.480E+00,
,-528.60E+00,-21.037E+00,-529.69E+00,-2.950E+00,-527.85E+00,14.882E+00,
,-524.04E+00,-14.278E+00,2.20E+00,1.835E+00,1.21E+00,20.717E+00,
,-529.42E+00,-26.775E+00,-529.49E+00,-8.526E+00,-0.61E+00,13.595E+00,
,2.57E+00,-11.802E+00,2.69E+00,4.140E+00,6.16E+00,24.864E+00,
,-527.17E+00,-23.203E+00,-527.38E+00,-7.526E+00,-0.29E+00,17.746E+00,
,-525.31E+00,-12.802E+00,-525.49E+00,-0.161E+00,0.85E+00,22.918E+00,
,-527.04E+00,-18.737E+00,-526.56E+00,-6.336E+00,-528.66E+00,16.341E+00,
,3.29E+00,-11.983E+00,3.53E+00,1.825E+00,0.79E+00,24.741E+00,
,-528.24E+00,-21.026E+00,1.55E+00,-7.041E+00,-529.57E+00,16.994E+00,
,2.28E+00,-11.037E+00,5.06E+00,2.488E+00,0.72E+00,28.483E+00,
,-527.20E+00,-18.099E+00,-526.33E+00,-8.617E+00,-527.95E+00,15.738E+00,
,-521.63E+00,-11.789E+00,2.36E+00,-0.610E+00,0.69E+00,24.184E+00,
,-524.92E+00,-21.696E+00,-525.13E+00,-11.246E+00,-0.39E+00,14.512E+00,
,2.41E+00,-11.927E+00,2.59E+00,0.361E+00,0.92E+00,23.496E+00,
,-526.97E+00,-20.272E+00,-526.82E+00,-10.583E+00,-0.26E+00,14.570E+00,
,2.31E+00,-9.199E+00,2.88E+00,-0.332E+00,1.89E+00,27.280E+00,
,-524.79E+00,-19.153E+00,-523.99E+00,-9.626E+00,-525.83E+00,15.751E+00,
,-521.95E+00,-9.371E+00,2.59E+00,-0.716E+00,0.66E+00,25.197E+00,
,-526.45E+00,-18.561E+00,0.77E+00,-11.483E+00,-526.90E+00,18.125E+00,
,2.48E+00,-8.303E+00,4.80E+00,1.257E+00,0.49E+00,28.298E+00,
,-534.60E+00,-18.091E+00,-523.86E+00,-11.976E+00,-526.22E+00,15.096E+00,
,-520.55E+00,-4.646E+00,2.98E+00,-4.202E+00,0.69E+00,25.030E+00,
,-522.02E+00,-18.155E+00,-522.43E+00,-12.184E+00,-0.48E+00,14.944E+00,
,4.46E+00,-8.207E+00,4.38E+00,-2.992E+00,1.50E+00,25.488E+00,
,-524.98E+00,-18.068E+00,-524.58E+00,-14.572E+00,-0.45E+00,14.986E+00,
,2.38E+00,-7.193E+00,2.95E+00,-6.590E+00,0.66E+00,26.082E+00,
,-520.78E+00,-17.168E+00,-520.93E+00,-12.875E+00,-0.45E+00,17.855E+00,
,-519.61E+00,-8.900E+00,-519.66E+00,-4.670E+00,0.59E+00,26.334E+00,
,-522.41E+00,-13.750E+00,-520.54E+00,-14.919E+00,-525.93E+00,18.638E+00,
,3.97E+00,-5.554E+00,3.53E+00,-6.658E+00,1.76E+00,26.203E+00,
,-522.54E+00,-15.864E+00,-521.09E+00,-14.900E+00,-524.17E+00,13.811E+00,
,2.21E+00,-5.796E+00,4.22E+00,-6.084E+00,0.59E+00,26.594E+00,
,-519.15E+00,-13.654E+00,-519.46E+00,-15.210E+00,-0.45E+00,16.946E+00,
,-518.14E+00,-3.937E+00,-517.93E+00,-6.729E+00,0.62E+00,24.843E+00,
,-518.79E+00,-11.222E+00,-518.55E+00,-17.666E+00,-0.58E+00,13.545E+00,
,2.28E+00,-2.993E+00,2.85E+00,-7.241E+00,2.64E+00,25.858E+00,
,-520.78E+00,-13.392E+00,-520.44E+00,-16.860E+00,-0.52E+00,17.944E+00,
,-514.66E+00,-2.625E+00,-514.15E+00,-6.161E+00,0.49E+00,26.535E+00,
,-517.46E+00,-12.444E+00,-518.22E+00,-16.433E+00,-5.30E+00,16.813E+00,
,2.28E+00,-3.211E+00,7.12E+00,-9.019E+00,519.42E+00,25.114E+00,
,-519.09E+00,-10.509E+00,-520.34E+00,-19.230E+00,-0.52E+00,11.968E+00,
,3.00E+00,0.583E+00,3.01E+00,-9.246E+00,521.47E+00,25.091E+00,
,-516.77E+00,-7.527E+00,-517.02E+00,-22.729E+00,-0.78E+00,14.373E+00,
,-514.98E+00,-0.286E+00,-515.10E+00,-10.252E+00,0.72E+00,24.962E+00,
,-516.09E+00,-9.848E+00,-516.01E+00,-21.633E+00,-0.55E+00,14.724E+00,
,3.68E+00,-0.124E+00,3.66E+00,-11.691E+00,0.66E+00,25.045E+00,
,-517.23E+00,-8.949E+00,-516.63E+00,-19.998E+00,-0.61E+00,16.917E+00,
,2.31E+00,5.088E+00,2.95E+00,-7.220E+00,1.93E+00,29.489E+00,
,-514.85E+00,-6.380E+00,-515.81E+00,-18.376E+00,-0.58E+00,16.015E+00,
,2.25E+00,-0.725E+00,-514.06E+00,-11.483E+00,516.82E+00,22.444E+00,
,0.85E+00,-9.178E+00,-516.14E+00,-24.076E+00,-1.20E+00,10.009E+00,
,4.85E+00,1.942E+00,3.31E+00,-9.312E+00,518.97E+00,27.722E+00,
,-514.72E+00,-5.486E+00,-515.36E+00,-26.749E+00,-1.46E+00,13.061E+00,
,2.44E+00,2.550E+00,-510.70E+00,-12.604E+00,517.27E+00,22.856E+00,
,-515.31E+00,-7.640E+00,-514.97E+00,-22.841E+00,-0.84E+00,16.514E+00,
,1.24E+00,0.870E+00,1.64E+00,-13.357E+00,0.66E+00,23.530E+00,
,-516.90E+00,-8.363E+00,-516.56E+00,-24.143E+00,-0.97E+00,15.140E+00,
,2.21E+00,7.042E+00,2.78E+00,-14.412E+00,0.23E+00,26.494E+00,
,-515.53E+00,-4.985E+00,-515.98E+00,-22.063E+00,-0.78E+00,15.364E+00,
,2.05E+00,1.510E+00,-513.54E+00,-14.734E+00,516.75E+00,23.767E+00,
,-0.56E+00,-3.523E+00,-515.52E+00,-21.252E+00,-2.67E+00,15.235E+00,
,0.78E+00,4.204E+00,3.76E+00,-13.027E+00,515.68E+00,24.149E+00,
,-0.10E+00,-2.638E+00,-516.76E+00,-22.587E+00,-2.14E+00,9.084E+00,
,1.79E+00,5.419E+00,2.92E+00,-15.239E+00,517.60E+00,21.260E+00,
,-518.76E+00,-0.047E+00,-517.25E+00,-21.963E+00,-2.54E+00,13.489E+00,
,0.62E+00,5.741E+00,-515.49E+00,-16.194E+00,516.59E+00,20.156E+00,
,-520.62E+00,-1.426E+00,-518.39E+00,-24.634E+00,-2.80E+00,9.768E+00,
,4.66E+00,7.150E+00,5.78E+00,-12.893E+00,0.69E+00,22.760E+00,
,-520.52E+00,0.051E+00,-519.95E+00,-21.811E+00,-2.41E+00,12.410E+00,
,1.07E+00,8.672E+00,-510.08E+00,-15.144E+00,518.77E+00,22.081E+00,
,-0.46E+00,1.491E+00,-518.81E+00,-23.359E+00,-0.74E+00,12.770E+00,
,0.94E+00,7.348E+00,1.51E+00,-16.589E+00,518.84E+00,19.902E+00,
,-5.41E+00,2.747E+00,-520.57E+00,-24.563E+00,-2.41E+00,7.592E+00,
,1.82E+00,14.394E+00,2.88E+00,-14.447E+00,521.90E+00,21.079E+00,
,-522.31E+00,4.117E+00,-521.58E+00,-23.700E+00,-2.14E+00,11.097E+00,
,0.68E+00,11.234E+00,-518.91E+00,-15.714E+00,520.37E+00,17.703E+00,
,-523.03E+00,3.273E+00,-521.19E+00,-25.045E+00,-2.57E+00,8.263E+00,
,0.59E+00,11.003E+00,2.56E+00,-16.335E+00,-1.43E+00,17.707E+00,
,-525.90E+00,3.915E+00,-524.77E+00,-29.190E+00,-2.47E+00,3.919E+00,
,0.65E+00,14.751E+00,2.85E+00,-11.535E+00,523.43E+00,18.696E+00,
,-0.43E+00,4.809E+00,-522.78E+00,-23.850E+00,521.34E+00,8.621E+00,
,0.62E+00,11.119E+00,-521.38E+00,-15.822E+00,522.68E+00,17.776E+00,
,-1.83E+00,5.911E+00,-523.27E+00,-23.236E+00,-2.54E+00,9.573E+00,
,7.40E+00,12.970E+00,3.01E+00,-13.607E+00,525.25E+00,19.520E+00,
,-0.85E+00,8.437E+00,-525.55E+00,-25.073E+00,520.99E+00,8.964E+00,
,0.52E+00,15.028E+00,-520.50E+00,-16.841E+00,525.64E+00,17.065E+00,
,-528.11E+00,2.219E+00,-528.22E+00,-28.490E+00,-2.60E+00,6.440E+00,
,0.62E+00,13.841E+00,1.68E+00,-17.841E+00,523.79E+00,14.273E+00,
,-1.04E+00,9.616E+00,-526.59E+00,-26.836E+00,-2.34E+00,6.748E+00,
,458.96E+00,18.269E+00,11.51E+00,-16.957E+00,527.76E+00,17.524E+00,
,-0.33E+00,9.022E+00,-524.93E+00,-25.274E+00,523.72E+00,7.567E+00,
,0.72E+00,14.207E+00,-523.50E+00,-18.109E+00,525.22E+00,13.897E+00,
,-0.46E+00,9.930E+00,-524.80E+00,-23.958E+00,-2.57E+00,6.176E+00,
,0.72E+00,16.387E+00,2.62E+00,-16.637E+00,524.47E+00,16.574E+00,
,-1.34E+00,9.429E+00,-527.08E+00,-23.665E+00,-2.34E+00,2.715E+00,
,1.14E+00,15.909E+00,3.08E+00,-18.265E+00,528.77E+00,12.959E+00,
,-0.65E+00,10.521E+00,-524.64E+00,-23.650E+00,522.81E+00,5.278E+00,
,0.49E+00,16.227E+00,-523.24E+00,-18.018E+00,524.70E+00,11.327E+00,
,-51.84E+00,8.612E+00,-523.76E+00,-26.986E+00,-9.11E+00,0.674E+00,
,138.75E+00,17.350E+00,3.50E+00,-17.350E+00,523.56E+00,11.298E+00,
,-1.08E+00,9.913E+00,-524.38E+00,-22.783E+00,520.47E+00,3.871E+00,
,527.91E+00,30.298E+00,3.44E+00,-10.745E+00,525.38E+00,12.631E+00,
,-0.62E+00,12.346E+00,-523.01E+00,-22.766E+00,-2.50E+00,1.863E+00,
,0.62E+00,17.444E+00,1.97E+00,-16.583E+00,522.55E+00,8.916E+00,
,-1.24E+00,13.799E+00,-525.45E+00,-30.191E+00,-2.67E+00,-1.723E+00,
,0.59E+00,22.227E+00,2.92E+00,-14.372E+00,525.64E+00,10.361E+00,
,-0.82E+00,11.845E+00,-521.64E+00,-23.717E+00,520.04E+00,0.763E+00,
,0.42E+00,18.602E+00,-520.47E+00,-17.654E+00,521.93E+00,8.091E+00,
,-0.82E+00,13.789E+00,-521.03E+00,-25.840E+00,-2.57E+00,-2.582E+00,
,522.86E+00,22.903E+00,2.69E+00,-16.972E+00,521.12E+00,7.908E+00,
,-0.85E+00,12.433E+00,1.51E+00,-23.654E+00,-2.34E+00,0.412E+00,
,523.94E+00,19.242E+00,4.12E+00,-16.023E+00,522.94E+00,11.435E+00,
,-1.83E+00,12.360E+00,-520.99E+00,-23.477E+00,518.51E+00,-1.081E+00,
,521.56E+00,21.749E+00,2.10E+00,-16.252E+00,520.79E+00,7.139E+00,
,-1.27E+00,13.695E+00,-520.86E+00,-22.498E+00,-2.57E+00,-4.396E+00,
,4.17E+00,22.930E+00,2.39E+00,-15.818E+00,519.94E+00,6.401E+00,
,-0.98E+00,14.743E+00,-521.25E+00,-29.326E+00,515.55E+00,-4.964E+00,
,0.29E+00,19.691E+00,-514.51E+00,-15.622E+00,522.22E+00,3.511E+00,
,-3.81E+00,12.789E+00,-518.68E+00,-23.088E+00,-3.64E+00,-4.165E+00,
,520.78E+00,20.500E+00,2.13E+00,-15.181E+00,519.10E+00,3.705E+00,
,-2.31E+00,14.383E+00,-1.87E+00,-23.392E+00,-2.54E+00,-3.708E+00,
,520.26E+00,24.749E+00,1.74E+00,-16.271E+00,519.55E+00,3.393E+00,
,-2.28E+00,16.523E+00,-518.91E+00,-20.589E+00,515.71E+00,-3.432E+00,
,517.39E+00,22.722E+00,0.99E+00,-12.964E+00,517.34E+00,2.166E+00,
,-2.22E+00,16.558E+00,-518.29E+00,-21.098E+00,-2.54E+00,-5.088E+00,
,-1.01E+00,23.044E+00,0.60E+00,-12.496E+00,516.46E+00,5.328E+00,
,-2.80E+00,15.936E+00,-520.11E+00,-19.838E+00,-2.41E+00,-7.539E+00,
,0.42E+00,23.518E+00,0.96E+00,-11.816E+00,519.16E+00,0.611E+00,
,-2.38E+00,13.281E+00,-517.44E+00,-20.524E+00,513.92E+00,-10.140E+00,
,521.14E+00,24.995E+00,4.77E+00,-12.224E+00,542.81E+00,0.932E+00,
,-3.75E+00,14.624E+00,-0.11E+00,-21.377E+00,-4.29E+00,-9.606E+00,
,514.65E+00,21.762E+00,1.19E+00,-13.667E+00,514.54E+00,-0.725E+00,
,510.42E+00,17.701E+00,-0.41E+00,-18.540E+00,510.69E+00,-7.649E+00,
,517.06E+00,24.388E+00,0.80E+00,-12.122E+00,517.44E+00,2.630E+00,
,-4.47E+00,18.198E+00,-515.78E+00,-18.085E+00,512.58E+00,-9.163E+00,
,513.58E+00,25.972E+00,0.57E+00,-10.745E+00,514.44E+00,1.092E+00,
,-4.47E+00,17.608E+00,-516.24E+00,-20.254E+00,-2.50E+00,-14.715E+00,
,-1.27E+00,25.410E+00,0.64E+00,-10.988E+00,515.16E+00,-1.220E+00,
,-2.25E+00,15.955E+00,-515.49E+00,-17.706E+00,511.77E+00,-12.204E+00,
,515.14E+00,26.558E+00,3.47E+00,-11.236E+00,535.06E+00,-2.910E+00,
,-11.67E+00,18.755E+00,-0.24E+00,-18.434E+00,-11.95E+00,-11.314E+00,
,512.99E+00,23.774E+00,1.78E+00,-9.447E+00,513.17E+00,-3.953E+00,
,-2.51E+00,19.446E+00,-1.22E+00,-16.762E+00,-2.47E+00,-11.167E+00,
,516.44E+00,24.383E+00,2.52E+00,-8.900E+00,516.13E+00,-3.899E+00,
,512.63E+00,19.857E+00,-0.54E+00,-14.740E+00,512.62E+00,-11.824E+00,
,513.71E+00,24.392E+00,0.77E+00,-9.406E+00,513.63E+00,-4.922E+00,
,-4.04E+00,16.685E+00,-519.49E+00,-14.591E+00,-2.44E+00,-13.302E+00,
,512.89E+00,28.847E+00,0.57E+00,-3.370E+00,515.48E+00,-2.014E+00,
,-3.98E+00,12.080E+00,-517.41E+00,-19.503E+00,-2.50E+00,-18.405E+00,
,517.85E+00,27.009E+00,0.73E+00,-7.946E+00,517.79E+00,0.703E+00,
,-2.93E+00,18.685E+00,-2.04E+00,-12.419E+00,-2.05E+00,-14.464E+00,
,515.11E+00,25.211E+00,1.03E+00,-5.396E+00,515.29E+00,-6.325E+00,
,-2.93E+00,18.410E+00,-1.42E+00,-13.361E+00,-2.73E+00,-13.512E+00,
,518.76E+00,23.936E+00,0.93E+00,-5.837E+00,519.26E+00,-6.961E+00,
,516.02E+00,17.080E+00,-0.54E+00,-11.211E+00,516.00E+00,-15.632E+00,
,517.03E+00,23.450E+00,0.60E+00,-5.103E+00,517.11E+00,-8.348E+00,
,-3.81E+00,16.273E+00,-1.84E+00,-13.563E+00,-3.25E+00,-16.736E+00,
,518.24E+00,24.153E+00,521.25E+00,-2.909E+00,517.27E+00,-5.157E+00,
,-2.61E+00,16.861E+00,-0.54E+00,-13.996E+00,-2.21E+00,-22.334E+00,
,522.83E+00,28.579E+00,522.10E+00,-4.757E+00,519.39E+00,-8.419E+00,
,518.24E+00,17.304E+00,-0.57E+00,-9.726E+00,518.45E+00,-17.282E+00,
,519.61E+00,23.521E+00,0.93E+00,-4.356E+00,519.68E+00,-10.942E+00,
,-5.25E+00,17.595E+00,-1.09E+00,-11.323E+00,-4.23E+00,-17.893E+00,
,519.57E+00,24.211E+00,1.29E+00,-3.235E+00,519.91E+00,-10.601E+00,
,-2.18E+00,17.785E+00,-0.57E+00,-9.651E+00,-1.75E+00,-18.103E+00,
,523.45E+00,24.959E+00,1.42E+00,-1.274E+00,524.08E+00,-9.880E+00,
,520.68E+00,17.450E+00,-0.60E+00,-8.776E+00,-2.54E+00,-18.912E+00,
,522.31E+00,23.622E+00,524.32E+00,-1.197E+00,521.90E+00,-10.953E+00,
,-2.64E+00,12.548E+00,-0.83E+00,-9.998E+00,-7.06E+00,-21.521E+00,
,525.63E+00,26.685E+00,527.12E+00,0.773E+00,-1.00E+00,-8.649E+00,
,522.64E+00,17.926E+00,-1.77E+00,-8.979E+00,-2.24E+00,-26.888E+00,
,524.33E+00,26.053E+00,525.65E+00,0.927E+00,525.87E+00,-11.562E+00,
,-4.17E+00,17.157E+00,-1.64E+00,-6.987E+00,-2.31E+00,-20.255E+00,
,524.17E+00,23.450E+00,0.86E+00,0.496E+00,524.50E+00,-13.137E+00,
,-2.84E+00,16.805E+00,-0.80E+00,-6.103E+00,-2.24E+00,-20.600E+00,
,527.03E+00,25.315E+00,1.06E+00,2.865E+00,528.31E+00,-11.503E+00,
,524.53E+00,16.485E+00,-0.67E+00,-5.221E+00,-2.27E+00,-19.268E+00,
,525.67E+00,22.450E+00,527.73E+00,3.449E+00,526.07E+00,-10.200E+00,
,-3.39E+00,13.776E+00,-1.32E+00,-4.443E+00,-2.01E+00,-20.513E+00,
,525.89E+00,26.512E+00,527.47E+00,4.901E+00,-0.16E+00,-11.023E+00,
,523.25E+00,16.313E+00,-2.17E+00,-5.876E+00,-0.65E+00,-23.454E+00,
,527.78E+00,23.232E+00,528.58E+00,4.308E+00,528.31E+00,-13.191E+00,
,525.44E+00,14.044E+00,-2.17E+00,-1.731E+00,527.44E+00,-22.916E+00,
,526.71E+00,20.545E+00,-1.16E+00,4.864E+00,528.54E+00,-15.083E+00,
,-2.77E+00,15.593E+00,-4.18E+00,-5.612E+00,-0.81E+00,-24.090E+00,
,529.12E+00,23.803E+00,0.28E+00,6.211E+00,530.82E+00,-14.707E+00,
,515.43E+00,10.242E+00,-2.33E+00,-0.392E+00,-0.78E+00,-22.847E+00,
,526.81E+00,21.664E+00,526.66E+00,6.696E+00,528.84E+00,-10.836E+00,
,-5.51E+00,12.963E+00,-4.61E+00,-0.386E+00,-1.10E+00,-23.481E+00,
,525.73E+00,26.826E+00,526.11E+00,9.946E+00,0.69E+00,-14.657E+00,
,-2.74E+00,14.558E+00,-2.36E+00,0.725E+00,-0.58E+00,-23.544E+00,
,527.16E+00,20.535E+00,527.64E+00,6.546E+00,0.75E+00,-16.016E+00,
,522.70E+00,12.017E+00,-2.62E+00,1.894E+00,-0.74E+00,-25.340E+00,
,524.88E+00,21.776E+00,524.80E+00,13.081E+00,527.47E+00,-12.451E+00,
,-6.19E+00,7.855E+00,-3.14E+00,-0.221E+00,-3.35E+00,-26.826E+00,
,524.04E+00,22.583E+00,0.02E+00,10.431E+00,526.00E+00,-14.337E+00,
,-2.31E+00,10.248E+00,-4.84E+00,0.683E+00,-0.55E+00,-23.778E+00,
,528.92E+00,20.701E+00,523.66E+00,11.589E+00,528.02E+00,-10.443E+00,
,521.10E+00,8.579E+00,521.16E+00,3.044E+00,-0.48E+00,-25.591E+00,
,522.73E+00,18.115E+00,522.72E+00,10.645E+00,0.62E+00,-16.251E+00,
,-2.93E+00,10.390E+00,-2.59E+00,4.275E+00,-1.56E+00,-25.246E+00,
,524.79E+00,26.360E+00,525.00E+00,11.714E+00,0.88E+00,-14.561E+00,
,520.06E+00,9.250E+00,520.02E+00,3.998E+00,-0.58E+00,-25.525E+00,
,521.92E+00,17.747E+00,522.23E+00,10.585E+00,0.59E+00,-17.062E+00,
,-3.26E+00,5.570E+00,-3.04E+00,3.218E+00,-0.55E+00,-29.117E+00,
,522.64E+00,20.155E+00,520.80E+00,13.505E+00,525.38E+00,-17.112E+00,
,-2.64E+00,7.703E+00,-3.96E+00,1.345E+00,-0.45E+00,-25.797E+00,
,523.81E+00,18.733E+00,521.45E+00,12.251E+00,525.16E+00,-16.058E+00,
,518.30E+00,9.504E+00,518.45E+00,5.390E+00,-0.32E+00,-26.219E+00,
,520.29E+00,17.142E+00,519.98E+00,13.199E+00,0.66E+00,-17.413E+00,
,-2.93E+00,7.959E+00,-2.49E+00,7.239E+00,-0.52E+00,-25.693E+00,
,518.99E+00,19.751E+00,519.23E+00,16.485E+00,1.05E+00,-15.873E+00,
,-2.54E+00,5.658E+00,-1.90E+00,8.630E+00,-0.91E+00,-26.691E+00,
,523.12E+00,14.541E+00,523.21E+00,15.572E+00,2.42E+00,-17.129E+00,
,-2.61E+00,6.417E+00,-4.51E+00,7.401E+00,-0.45E+00,-24.893E+00,
,520.94E+00,15.483E+00,518.16E+00,15.747E+00,523.75E+00,-16.440E+00,
,-2.61E+00,3.088E+00,-2.56E+00,9.984E+00,-521.63E+00,-24.602E+00,
,-1.44E+00,12.589E+00,519.95E+00,18.216E+00,0.98E+00,-15.850E+00,
,507.16E+00,6.450E+00,513.96E+00,9.655E+00,-6.31E+00,-25.857E+00,
,519.34E+00,13.747E+00,520.28E+00,16.523E+00,0.66E+00,-15.133E+00,
,-4.14E+00,1.246E+00,-3.47E+00,9.252E+00,-0.42E+00,-25.687E+00,
,516.35E+00,12.259E+00,516.40E+00,20.127E+00,0.92E+00,-16.291E+00,
,-2.41E+00,1.618E+00,-2.30E+00,8.861E+00,-2.24E+00,-26.229E+00,
,517.62E+00,12.793E+00,517.77E+00,17.577E+00,0.92E+00,-17.490E+00,
,514.29E+00,3.015E+00,514.06E+00,10.654E+00,-0.19E+00,-24.785E+00,
,515.73E+00,9.614E+00,515.69E+00,17.421E+00,0.88E+00,-16.648E+00,
,-2.80E+00,3.529E+00,-3.83E+00,10.693E+00,-517.85E+00,-27.518E+00,
,514.95E+00,10.265E+00,515.98E+00,18.908E+00,1.83E+00,-15.910E+00,
,-2.25E+00,1.678E+00,-1.97E+00,12.132E+00,-519.02E+00,-25.034E+00,
,515.79E+00,10.009E+00,517.87E+00,22.198E+00,0.72E+00,-15.954E+00,
,513.94E+00,0.092E+00,513.73E+00,11.198E+00,-0.22E+00,-24.670E+00,
,515.43E+00,7.597E+00,514.90E+00,18.582E+00,0.82E+00,-16.779E+00,
,-4.37E+00,-0.367E+00,-3.66E+00,11.475E+00,-0.65E+00,-26.258E+00,
,518.95E+00,9.737E+00,518.84E+00,23.217E+00,3.29E+00,-14.568E+00,
